application_id,client_id,apply_date,amount_requested,product_type,decision_score,decision
213,114,2024-04-22,825490.9525148474,nano,1.0,approved
214,114,2024-08-16,439017.61446820234,nano,1.0,approved
215,114,2024-09-12,810641.9630576193,reload,0.8511890698858189,approved
216,114,2024-11-15,733458.2259905029,nano,0.7916359992146091,approved
218,115,2024-03-30,709792.9999143035,micro,0.6324088698383656,approved
217,115,2024-10-22,465999.2935335805,micro,0.9000613686639185,approved
220,116,2024-03-28,561181.7045488083,nano,1.0,approved
219,116,2024-09-12,487460.60349682,nano,1.0,approved
222,117,2024-01-03,441034.39902818896,nano,1.0,approved
221,117,2024-05-13,192382.80591084767,micro,1.0,approved
224,118,2024-02-26,876252.4250534761,nano,1.0,approved
223,118,2024-12-11,847180.6853274652,reload,1.0,approved
225,119,2024-06-22,394597.2072186439,micro,0.9409059576691765,approved
226,120,2024-11-18,451392.7128452944,micro,0.8199480431785975,approved
230,121,2024-05-08,775891.2669520219,micro,1.0,approved
227,121,2024-09-06,693415.8778360225,nano,1.0,approved
228,121,2024-09-22,603524.7942781559,micro,1.0,approved
229,121,2024-10-05,625180.7892148965,micro,1.0,approved
233,122,2024-02-01,401416.10343968926,micro,1.0,approved
231,122,2024-07-27,743793.5636725778,nano,1.0,approved
232,122,2024-11-16,213216.65662475093,nano,1.0,approved
234,123,2024-06-08,100000.0,nano,0.6845410963732028,approved
235,123,2024-06-14,945841.8361037853,micro,0.7939315328606916,approved
237,124,2024-05-30,402381.5660948927,nano,1.0,approved
236,124,2024-10-26,539123.3367642859,nano,1.0,approved
238,125,2024-03-21,457672.96161388233,micro,1.0,approved
240,126,2024-08-26,968653.3308067296,nano,0.45104137988911147,rejected
239,126,2024-12-26,774869.1475093373,micro,0.8352641675569261,approved
241,127,2024-06-21,433028.4554838037,micro,0.924523559473047,approved
244,128,2024-04-04,373614.2692398629,nano,0.957148836079657,approved
243,128,2024-08-14,314644.8880064209,micro,0.9221271920349309,approved
242,128,2024-08-27,473212.0612407276,nano,0.7624741722059882,approved
245,129,2024-06-13,317374.4617416536,nano,1.0,approved
246,130,2024-07-24,381324.01783810544,nano,1.0,approved
249,131,2024-02-08,679538.0051694764,micro,0.88630024504568,approved
248,131,2024-03-19,945711.0244842926,nano,0.7429175934116988,approved
247,131,2024-05-04,1064602.4779965866,micro,0.7174597689139698,approved
250,131,2024-06-03,405928.21236970264,nano,0.7948091913754382,approved
251,132,2024-12-05,338104.0769536715,reload,1.0,approved
252,133,2024-08-10,255912.61854736955,micro,0.5470793971730652,rejected
253,134,2024-03-13,612127.4725967329,nano,0.9392277178751471,approved
254,135,2024-11-07,627668.236473479,reload,1.0,approved
255,136,2024-10-19,166416.04980551492,nano,1.0,approved
256,136,2024-12-23,264316.67516560433,nano,1.0,approved
257,137,2024-10-18,313785.0256282913,nano,1.0,approved
258,138,2024-11-12,357336.09936916054,nano,0.995650450286872,approved
259,139,2024-12-19,375253.5804766574,micro,0.946955362415235,approved
260,140,2024-07-26,544099.8743731717,nano,1.0,approved
262,141,2024-07-24,672574.3255541518,micro,1.0,approved
261,141,2024-10-11,494664.232520818,micro,1.0,approved
263,142,2024-08-27,470371.71135514346,micro,0.9908126195493591,approved
264,143,2024-12-11,440104.13149621745,micro,1.0,approved
265,144,2024-05-02,100000.0,nano,0.7489219551685469,approved
266,145,2024-09-28,533358.4630319952,micro,1.0,approved
267,146,2024-01-22,340236.5224737656,nano,1.0,approved
270,147,2024-02-06,100000.0,nano,1.0,approved
269,147,2024-02-12,624314.497556071,micro,1.0,approved
268,147,2024-04-08,229409.08926461413,nano,1.0,approved
271,147,2024-12-07,383866.0349184252,micro,1.0,approved
272,148,2024-05-15,999305.4225881067,nano,0.9807620279507692,approved
273,148,2024-07-03,837852.3534790378,micro,0.8971269922913699,approved
275,149,2024-06-12,734054.9435871964,nano,0.7029489880096782,approved
274,149,2024-06-18,790414.2860735764,nano,1.0,approved
276,150,2024-02-20,728579.8864257222,micro,1.0,approved
279,150,2024-03-15,793090.459387327,nano,0.9184829990500322,approved
277,150,2024-05-11,671056.9833792105,nano,1.0,approved
278,150,2024-06-05,306008.6289287155,nano,1.0,approved
280,151,2024-09-14,754947.6147451381,nano,1.0,approved
281,151,2024-09-20,447705.0076937694,nano,0.840108755035578,approved
282,152,2024-07-14,130805.60801518155,nano,1.0,approved
283,153,2024-09-02,804005.5152549457,reload,0.7076415554152015,approved
284,153,2024-11-12,665321.6557263546,nano,0.6940640847143472,approved
289,154,2024-04-13,704397.5514106497,reload,0.9406748161335812,approved
286,154,2024-06-25,577280.2043921029,nano,1.0,approved
287,154,2024-07-26,324778.5705099155,micro,0.867262988979169,approved
285,154,2024-10-05,474374.80112460436,nano,0.9433521383995278,approved
288,154,2024-10-11,418094.9848060686,nano,1.0,approved
290,155,2024-12-22,369003.80612589244,nano,1.0,approved
291,156,2024-02-24,513976.7125260557,micro,1.0,approved
292,157,2024-07-26,412715.19991085655,micro,1.0,approved
294,158,2024-03-23,509801.3442627582,nano,0.9034434477282911,approved
293,158,2024-06-21,812980.4545537569,nano,1.0,approved
296,159,2024-03-24,388914.5339434962,nano,0.6220531430802316,rejected
297,159,2024-07-12,600299.6299194928,reload,0.6862840019968922,approved
295,159,2024-10-21,784826.7078380876,reload,0.8641069936550959,approved
298,160,2024-07-08,654255.8032316377,nano,0.726251957287944,approved
299,160,2024-09-19,636617.9829383111,nano,1.0,approved
300,161,2024-08-20,727889.49987847,micro,0.8028885790324938,approved
301,161,2024-11-25,571862.4648148769,micro,1.0,approved
303,162,2024-01-17,246864.8690085811,micro,0.6477552658131427,approved
305,162,2024-02-11,539239.3454972757,nano,0.8374058766461878,approved
302,162,2024-06-05,701855.9493346597,nano,1.0,approved
304,162,2024-09-25,614300.8004426848,micro,1.0,approved
306,163,2024-09-29,975010.8879784648,nano,1.0,approved
308,164,2024-05-10,410034.6117694003,micro,0.9314519804853854,approved
307,164,2024-10-01,220857.12959604256,nano,0.9841099677089631,approved
309,164,2024-10-29,475704.1984140162,micro,0.7692564764784832,approved
311,165,2024-03-25,623435.0469894225,micro,0.8279045503901733,approved
312,165,2024-06-19,998133.7311731824,nano,1.0,approved
310,165,2024-09-14,342604.33466819697,nano,1.0,approved
313,166,2024-11-10,179833.31731157936,reload,0.8502158928330464,approved
316,167,2024-01-30,702947.9409445712,micro,0.9812635073077741,approved
314,167,2024-05-14,517011.8520013315,nano,0.8711853653169477,approved
317,167,2024-08-22,1066296.730363712,micro,0.7909406088129521,approved
315,167,2024-10-04,521510.77797839954,nano,0.614650721662704,approved
318,167,2024-11-01,142270.96021408943,micro,0.7953150686937247,approved
320,168,2024-04-07,326990.8068875924,nano,1.0,approved
319,168,2024-09-30,868763.411108691,nano,1.0,approved
321,169,2024-09-29,371997.0485915545,micro,1.0,approved
322,170,2024-01-22,782924.8087164134,nano,0.9732354165655491,approved
323,171,2024-04-19,230719.36535025592,nano,0.9431991838063708,approved
325,172,2024-08-10,550499.7478081279,nano,0.7500099005413758,approved
324,172,2024-09-04,156959.86463446444,micro,0.9718190992135255,approved
326,173,2024-10-08,753875.7278616885,nano,0.8184943009825536,approved
327,174,2024-09-23,424647.6675348856,micro,0.800767269278593,approved
328,175,2024-10-22,328232.5958697194,nano,0.8333305742868299,approved
331,176,2024-02-17,371911.1395860325,nano,1.0,approved
332,176,2024-03-14,498815.75786994316,micro,1.0,approved
330,176,2024-05-27,436266.2834492706,nano,1.0,approved
329,176,2024-08-26,509650.1977321109,micro,1.0,approved
333,177,2024-08-07,449728.7887222914,reload,1.0,approved
334,178,2024-04-10,100000.0,nano,1.0,approved
335,179,2024-06-07,921262.5362433775,micro,0.7612283128934431,approved
337,180,2024-07-15,544288.245507958,reload,1.0,approved
336,180,2024-10-12,818008.5567786192,micro,0.8016659411783361,approved
340,181,2024-04-15,523942.2305020448,nano,1.0,approved
339,181,2024-08-14,715832.9426437031,nano,0.7442339172101716,approved
338,181,2024-10-04,185955.63123780227,micro,1.0,approved
343,182,2024-02-27,315007.60534485715,nano,0.8364679062609176,approved
341,182,2024-04-15,530929.8887848053,micro,0.6167906563291955,approved
342,182,2024-09-04,150087.5668520672,reload,0.964636689792331,approved
344,183,2024-12-25,609726.2969273868,nano,0.9683496959933835,approved
345,184,2024-04-01,149971.71718782792,micro,1.0,approved
348,184,2024-09-16,713787.8546662146,nano,0.8873023621018835,approved
346,184,2024-10-08,372230.6654087807,nano,0.9259597255054108,approved
347,184,2024-12-01,419281.60324474005,nano,1.0,approved
349,185,2024-05-11,535668.8373496329,micro,0.6943673963327995,approved
350,185,2024-09-30,619087.6271818555,nano,0.7143007554356365,approved
351,186,2024-10-17,513356.4274575333,micro,1.0,approved
353,187,2024-01-07,457249.5794231458,micro,0.4706727344624841,rejected
352,187,2024-03-25,489130.05196386843,nano,0.8510043735415733,approved
354,187,2024-11-20,574197.5241237923,reload,0.6601306173125226,approved
356,188,2024-03-18,991939.868018719,nano,1.0,approved
355,188,2024-04-16,773032.1410205143,nano,0.8944964531256006,approved
360,189,2024-04-05,246530.53635652707,micro,1.0,approved
357,189,2024-06-09,213986.64389082667,nano,0.8241831397132195,approved
358,189,2024-07-09,232397.75341305055,micro,0.8732264243064526,approved
359,189,2024-10-12,477323.0325341254,micro,1.0,approved
361,189,2024-11-17,652936.0828276103,nano,0.8278976380778242,approved
362,190,2024-01-29,308590.31291124027,micro,1.0,approved
363,190,2024-04-13,1016911.0509748136,nano,1.0,approved
366,191,2024-03-22,488435.34763303894,micro,0.8605080999901955,approved
364,191,2024-08-14,303210.75438950444,nano,0.9065731108568166,approved
365,191,2024-12-29,336744.1882597293,nano,1.0,approved
367,192,2024-09-20,237780.6906059385,micro,0.9332597826960375,approved
368,192,2024-12-04,940070.1436691701,nano,1.0,approved
370,193,2024-06-19,703878.8041207324,nano,1.0,approved
369,193,2024-07-22,727292.4528730329,nano,1.0,approved
371,194,2024-03-19,527089.7826804888,nano,0.8503340579704719,approved
373,194,2024-04-22,587196.3933810418,reload,0.6467173828999552,approved
372,194,2024-07-27,554181.3132306829,micro,1.0,approved
377,195,2024-04-27,714874.0428300198,nano,0.8361034284259945,approved
374,195,2024-05-30,622185.4011649047,nano,0.9669822642618431,approved
376,195,2024-07-31,488527.3252328791,reload,0.65189638438896,approved
375,195,2024-08-21,719822.8583940077,nano,1.0,approved
379,196,2024-03-04,629377.559595816,micro,0.8628538657844849,approved
382,196,2024-03-09,582655.1341141476,nano,0.7339138784563628,approved
378,196,2024-03-15,295149.4272880112,micro,0.9638521937913499,approved
381,196,2024-06-05,200138.03527719568,nano,0.7051152385725286,approved
380,196,2024-07-03,349308.28187266074,nano,0.8135616366227776,approved
383,197,2024-04-03,452966.3529375882,nano,1.0,approved
384,198,2024-08-27,723383.9822102066,micro,1.0,approved
385,199,2024-05-19,783825.5398357749,nano,1.0,approved
386,200,2024-01-27,659307.4054193095,micro,0.9494623541480421,approved
387,200,2024-02-21,301823.5675782213,nano,0.6590012872511987,approved
388,201,2024-09-21,930813.5636684063,nano,0.6577470777433669,approved
389,202,2024-04-28,656725.535770094,micro,0.6923332605018049,approved
390,202,2024-06-09,199740.76322871353,nano,0.9332959535886519,approved
392,203,2024-01-16,347880.84851724014,reload,1.0,approved
391,203,2024-03-06,314974.9604130012,nano,1.0,approved
393,204,2024-04-20,312261.6374593319,micro,0.8168887101298015,approved
394,204,2024-12-03,485030.4994313349,reload,0.8773519454143596,approved
395,205,2024-01-25,874132.4424750399,nano,0.43787586208505364,rejected
396,206,2024-11-06,106275.08114609995,micro,1.0,approved
399,207,2024-07-09,251479.36984598805,nano,1.0,approved
397,207,2024-12-04,334698.064102183,nano,0.9851205021204806,approved
398,207,2024-12-19,159213.86590858165,reload,0.7946479042138012,approved
400,208,2024-09-24,285902.34374979604,nano,0.9926246670835664,approved
402,209,2024-02-02,950240.7753975384,nano,1.0,approved
401,209,2024-06-13,261959.78298311992,nano,1.0,approved
403,210,2024-04-25,780750.1507135213,micro,0.7876453046459659,approved
404,210,2024-11-03,407221.52984013525,nano,0.9926978914384078,approved
405,211,2024-04-08,380510.9444696021,nano,1.0,approved
406,212,2024-02-25,801625.6341860159,nano,0.7766580584486197,approved
407,213,2024-09-07,239392.2757955289,nano,1.0,approved
408,214,2024-08-12,957878.59071961,nano,1.0,approved
410,215,2024-01-08,234420.4684027863,reload,0.9602685049506788,approved
409,215,2024-02-22,624076.6179574397,nano,0.7865771907577483,approved
411,215,2024-04-28,815773.9509829964,nano,0.9148398965994535,approved
412,216,2024-01-09,304277.4601866959,nano,1.0,approved
415,216,2024-02-25,635446.2300583532,reload,1.0,approved
414,216,2024-05-02,767942.9165552736,nano,1.0,approved
413,216,2024-10-16,751416.4516077397,nano,1.0,approved
416,217,2024-12-22,318119.99174139067,reload,1.0,approved
418,218,2024-07-03,100000.0,nano,0.9656663508284213,approved
417,218,2024-11-17,230739.30413387704,nano,0.7140829190856045,approved
420,219,2024-01-12,836068.1817055139,nano,0.7127710445751064,approved
419,219,2024-03-13,615366.4989524487,micro,0.9723512057790865,approved
421,220,2024-04-20,385696.1872698453,micro,0.6881483591856785,approved
422,221,2024-09-18,579298.6047458788,nano,0.799606235165051,approved
423,222,2024-12-13,629787.0605018088,reload,1.0,approved
426,223,2024-03-05,458052.8674474597,nano,1.0,approved
424,223,2024-03-28,575269.5714151569,nano,1.0,approved
427,223,2024-10-04,441663.4666421132,nano,1.0,approved
425,223,2024-10-12,748191.612468547,reload,1.0,approved
428,224,2024-03-28,100000.0,nano,0.7909470687129296,approved
429,225,2024-03-23,626541.4732058466,reload,1.0,approved
430,226,2024-03-14,303037.3228997764,micro,1.0,approved
433,227,2024-04-10,653342.0170758596,micro,1.0,approved
431,227,2024-09-17,678079.1365750622,nano,1.0,approved
432,227,2024-10-21,846246.6579870407,nano,1.0,approved
434,228,2024-08-27,633552.0129529383,nano,0.940310978397294,approved
435,228,2024-08-28,630350.0493612506,nano,0.955150329429973,approved
438,229,2024-04-03,433164.6891821185,micro,0.9981981246530363,approved
436,229,2024-06-12,702894.3043036351,nano,0.9414873222192598,approved
437,229,2024-06-19,557103.4375934914,nano,0.9638320087562121,approved
442,230,2024-02-12,318064.4612011898,nano,1.0,approved
440,230,2024-02-21,868513.1521677088,reload,0.9538049959422197,approved
439,230,2024-03-01,615967.9174331893,micro,1.0,approved
441,230,2024-12-09,652293.8521945325,nano,0.8601275606343383,approved
